0	0.499604	0.205778
38	0.5350	0.5990	0.6750	0.1052	0.0693	0.0649
39	0.5360	0.6027	0.6743	0.1044	0.0679	0.0641
40	0.5344	0.5984	0.6785	0.1040	0.0670	0.0631
41	0.5342	0.5990	0.6782	0.1023	0.0661	0.0622
42	0.5341	0.6011	0.6771	0.1017	0.0653	0.0614
43	0.5349	0.5976	0.6744	0.1003	0.0646	0.0607
44	0.5356	0.5974	0.6770	0.0992	0.0637	0.0599
45	0.5350	0.5976	0.6765	0.0992	0.0628	0.0594
46	0.5356	0.5971	0.6753	0.0987	0.0621	0.0588
47	0.5361	0.5995	0.6742	0.0974	0.0616	0.0582
48	0.5353	0.6008	0.6734	0.0966	0.0609	0.0577
49	0.5342	0.6007	0.6797	0.0958	0.0605	0.0573
50	0.5347	0.5987	0.6790	0.0953	0.0598	0.0568
51	0.5348	0.5985	0.6794	0.0949	0.0594	0.0564
52	0.5337	0.6007	0.6803	0.0944	0.0588	0.0560
53	0.5354	0.5976	0.6836	0.0935	0.0582	0.0557
54	0.5345	0.5994	0.6790	0.0935	0.0579	0.0553
55	0.5328	0.5979	0.6768	0.0932	0.0574	0.0549
56	0.5362	0.5992	0.6777	0.0929	0.0570	0.0546
57	0.5354	0.5960	0.6764	0.0920	0.0567	0.0543
58	0.5348	0.5973	0.6779	0.0929	0.0564	0.0539
59	0.5343	0.5990	0.6803	0.0927	0.0561	0.0537
60	0.5339	0.5980	0.6802	0.0921	0.0557	0.0534
61	0.5348	0.5996	0.6825	0.0922	0.0553	0.0532
62	0.5354	0.5998	0.6786	0.0915	0.0550	0.0530
63	0.5338	0.5981	0.6790	0.0916	0.0548	0.0528
64	0.5360	0.5973	0.6737	0.0904	0.0545	0.0527
65	0.5351	0.5993	0.6774	0.0904	0.0543	0.0525
66	0.5336	0.6002	0.6818	0.0898	0.0540	0.0524
67	0.5341	0.5986	0.6794	0.0898	0.0539	0.0522
68	0.5351	0.5981	0.6755	0.0898	0.0537	0.0521
69	0.5336	0.5943	0.6777	0.0894	0.0534	0.0519
70	0.5348	0.5985	0.6766	0.0895	0.0532	0.0518
71	0.5342	0.5987	0.6796	0.0891	0.0530	0.0516
72	0.5349	0.5987	0.6772	0.0889	0.0528	0.0516
73	0.5341	0.5986	0.6807	0.0888	0.0527	0.0515
74	0.5342	0.6018	0.6807	0.0884	0.0526	0.0514
75	0.5334	0.6022	0.6787	0.0890	0.0524	0.0513
76	0.5339	0.5966	0.6790	0.0894	0.0523	0.0512
77	0.5352	0.5999	0.6833	0.0886	0.0522	0.0511
78	0.5341	0.6004	0.6808	0.0883	0.0521	0.0511
79	0.5336	0.6003	0.6794	0.0885	0.0519	0.0510
80	0.5349	0.5985	0.6802	0.0886	0.0518	0.0509
81	0.5349	0.5992	0.6785	0.0887	0.0517	0.0509
82	0.5346	0.5995	0.6788	0.0885	0.0516	0.0508
83	0.5342	0.6002	0.6784	0.0886	0.0515	0.0508
84	0.5359	0.6024	0.6806	0.0885	0.0514	0.0507
85	0.5337	0.6022	0.6793	0.0889	0.0513	0.0507
86	0.5345	0.6029	0.6804	0.0893	0.0512	0.0506
87	0.5355	0.6039	0.6820	0.0888	0.0512	0.0506
88	0.5340	0.6016	0.6798	0.0882	0.0511	0.0505
89	0.5340	0.6034	0.6777	0.0886	0.0510	0.0505
90	0.5333	0.6023	0.6855	0.0888	0.0509	0.0505
91	0.5350	0.6039	0.6814	0.0888	0.0509	0.0504
92	0.5352	0.6041	0.6826	0.0889	0.0508	0.0504
93	0.5342	0.5986	0.6808	0.0887	0.0508	0.0504
94	0.5342	0.6017	0.6795	0.0893	0.0507	0.0504
95	0.5342	0.5978	0.6809	0.0891	0.0507	0.0503
96	0.5339	0.6010	0.6815	0.0897	0.0507	0.0503
97	0.5327	0.6028	0.6803	0.0894	0.0506	0.0503
98	0.5349	0.6039	0.6817	0.0889	0.0506	0.0503
99	0.5334	0.5989	0.6787	0.0893	0.0506	0.0502
100	0.5332	0.5997	0.6791	0.0894	0.0505	0.0502
101	0.5337	0.6001	0.6793	0.0895	0.0505	0.0502
102	0.5336	0.6002	0.6795	0.0896	0.0505	0.0502
103	0.5333	0.6001	0.6799	0.0897	0.0505	0.0502
104	0.5333	0.6000	0.6801	0.0897	0.0505	0.0502
105	0.5333	0.6000	0.6807	0.0898	0.0505	0.0502
106	0.5334	0.6003	0.6807	0.0898	0.0505	0.0502
107	0.5334	0.6006	0.6804	0.0899	0.0505	0.0502
108	0.5335	0.6013	0.6806	0.0901	0.0505	0.0502
109	0.5334	0.6016	0.6804	0.0901	0.0505	0.0502
110	0.5336	0.6018	0.6803	0.0903	0.0505	0.0502
111	0.5335	0.6007	0.6802	0.0905	0.0505	0.0502
112	0.5333	0.6005	0.6801	0.0906	0.0505	0.0502
113	0.5334	0.6006	0.6801	0.0907	0.0505	0.0502
114	0.5338	0.6006	0.6802	0.0908	0.0505	0.0502
115	0.5334	0.6004	0.6797	0.0909	0.0505	0.0502
116	0.5339	0.6005	0.6800	0.0911	0.0505	0.0502
117	0.5335	0.6005	0.6799	0.0912	0.0505	0.0502
118	0.5337	0.6002	0.6797	0.0913	0.0505	0.0502
119	0.5335	0.6007	0.6791	0.0914	0.0505	0.0502
120	0.5335	0.6008	0.6793	0.0916	0.0505	0.0502
121	0.5333	0.6013	0.6792	0.0916	0.0505	0.0502
122	0.5332	0.6008	0.6789	0.0917	0.0505	0.0502
123	0.5335	0.6014	0.6788	0.0918	0.0505	0.0502
124	0.5334	0.6004	0.6790	0.0920	0.0505	0.0502
125	0.5333	0.6006	0.6793	0.0921	0.0505	0.0502
126	0.5332	0.6002	0.6800	0.0923	0.0505	0.0502
127	0.5329	0.6001	0.6799	0.0924	0.0505	0.0502
128	0.5332	0.5997	0.6800	0.0926	0.0505	0.0502
129	0.5332	0.6007	0.6798	0.0927	0.0505	0.0502
130	0.5332	0.6008	0.6799	0.0929	0.0505	0.0502
131	0.5333	0.6007	0.6800	0.0931	0.0505	0.0502
132	0.5329	0.6005	0.6801	0.0932	0.0505	0.0502
133	0.5331	0.6005	0.6802	0.0933	0.0505	0.0502
134	0.5333	0.6003	0.6806	0.0934	0.0505	0.0502
135	0.5331	0.6001	0.6805	0.0936	0.0505	0.0502
136	0.5330	0.6001	0.6808	0.0938	0.0504	0.0502
137	0.5333	0.6001	0.6810	0.0939	0.0504	0.0502
138	0.5333	0.6001	0.6807	0.0940	0.0504	0.0502
139	0.5332	0.5998	0.6803	0.0941	0.0504	0.0502
140	0.5333	0.6002	0.6803	0.0942	0.0504	0.0502
141	0.5334	0.5999	0.6804	0.0944	0.0504	0.0502
142	0.5329	0.6003	0.6805	0.0946	0.0504	0.0502
143	0.5331	0.6003	0.6805	0.0947	0.0504	0.0502
144	0.5334	0.6006	0.6810	0.0948	0.0504	0.0502
145	0.5333	0.6013	0.6812	0.0949	0.0504	0.0502
146	0.5336	0.6018	0.6811	0.0950	0.0504	0.0502
147	0.5333	0.6023	0.6813	0.0952	0.0504	0.0502
148	0.5332	0.6019	0.6814	0.0954	0.0504	0.0502
149	0.5333	0.6009	0.6811	0.0956	0.0504	0.0502
150	0.5333	0.6003	0.6808	0.0956	0.0504	0.0502
151	0.5329	0.6006	0.6808	0.0958	0.0504	0.0502
152	0.5327	0.6004	0.6811	0.0959	0.0504	0.0502
153	0.5327	0.6001	0.6808	0.0961	0.0504	0.0502
154	0.5330	0.5999	0.6804	0.0961	0.0504	0.0502
155	0.5328	0.5999	0.6804	0.0964	0.0504	0.0502
156	0.5330	0.5996	0.6801	0.0965	0.0504	0.0502
157	0.5329	0.6004	0.6804	0.0966	0.0504	0.0502
158	0.5327	0.6004	0.6805	0.0968	0.0504	0.0502
159	0.5330	0.6007	0.6804	0.0968	0.0504	0.0502
160	0.5333	0.6008	0.6802	0.0969	0.0504	0.0502
161	0.5331	0.6009	0.6803	0.0971	0.0504	0.0502
162	0.5331	0.6011	0.6803	0.0972	0.0504	0.0502
163	0.5325	0.6008	0.6799	0.0975	0.0504	0.0502
164	0.5332	0.6007	0.6801	0.0976	0.0504	0.0502
165	0.5329	0.6010	0.6801	0.0978	0.0504	0.0502
166	0.5328	0.6012	0.6800	0.0980	0.0504	0.0502
167	0.5332	0.6012	0.6800	0.0981	0.0504	0.0502
168	0.5330	0.6005	0.6801	0.0983	0.0504	0.0502
169	0.5332	0.6004	0.6801	0.0985	0.0504	0.0502
170	0.5332	0.6003	0.6799	0.0988	0.0504	0.0502
171	0.5331	0.5998	0.6802	0.0989	0.0504	0.0502
172	0.5331	0.5999	0.6800	0.0990	0.0504	0.0502
173	0.5329	0.5999	0.6798	0.0991	0.0504	0.0502
174	0.5330	0.6002	0.6797	0.0992	0.0504	0.0502
175	0.5332	0.6001	0.6798	0.0994	0.0504	0.0502
176	0.5331	0.6000	0.6804	0.0996	0.0504	0.0502
177	0.5331	0.6000	0.6803	0.0997	0.0504	0.0502
178	0.5334	0.6003	0.6805	0.0998	0.0504	0.0501
179	0.5334	0.5998	0.6804	0.1000	0.0504	0.0501
180	0.5331	0.6001	0.6802	0.1003	0.0504	0.0501
181	0.5329	0.6004	0.6804	0.1004	0.0504	0.0501
182	0.5334	0.6008	0.6794	0.1004	0.0504	0.0501
183	0.5336	0.6005	0.6791	0.1005	0.0504	0.0501
184	0.5330	0.6000	0.6793	0.1007	0.0504	0.0501
185	0.5328	0.5998	0.6795	0.1007	0.0504	0.0501
186	0.5333	0.5995	0.6798	0.1008	0.0504	0.0501
187	0.5332	0.5995	0.6799	0.1010	0.0504	0.0501
188	0.5332	0.6000	0.6802	0.1011	0.0504	0.0501
189	0.5335	0.5997	0.6806	0.1013	0.0504	0.0501
190	0.5332	0.6001	0.6803	0.1014	0.0504	0.0501
191	0.5330	0.5994	0.6802	0.1016	0.0504	0.0501
192	0.5330	0.5998	0.6805	0.1017	0.0504	0.0501
193	0.5330	0.6002	0.6801	0.1018	0.0504	0.0501
194	0.5328	0.6003	0.6800	0.1020	0.0504	0.0501
195	0.5324	0.6005	0.6800	0.1021	0.0504	0.0501
196	0.5329	0.6006	0.6801	0.1022	0.0504	0.0501
197	0.5332	0.6003	0.6795	0.1023	0.0504	0.0501
198	0.5330	0.6000	0.6801	0.1025	0.0504	0.0501
199	0.5330	0.5998	0.6810	0.1026	0.0504	0.0501
200	0.5329	0.5998	0.6810	0.1026	0.0504	0.0501
201	0.5329	0.5999	0.6809	0.1026	0.0504	0.0501
202	0.5330	0.5999	0.6809	0.1027	0.0504	0.0501
203	0.5329	0.5999	0.6808	0.1027	0.0504	0.0501
204	0.5330	0.5999	0.6808	0.1027	0.0504	0.0501
205	0.5329	0.5998	0.6808	0.1027	0.0504	0.0501
206	0.5330	0.5998	0.6808	0.1027	0.0504	0.0501
207	0.5330	0.5998	0.6808	0.1027	0.0504	0.0501
208	0.5330	0.5998	0.6807	0.1027	0.0504	0.0501
209	0.5330	0.5997	0.6807	0.1027	0.0504	0.0501
210	0.5330	0.5997	0.6807	0.1028	0.0504	0.0501
211	0.5331	0.5998	0.6807	0.1028	0.0504	0.0501
212	0.5330	0.5998	0.6806	0.1028	0.0504	0.0501
213	0.5329	0.5998	0.6806	0.1028	0.0504	0.0501
214	0.5329	0.5998	0.6806	0.1028	0.0504	0.0501
215	0.5329	0.5999	0.6806	0.1028	0.0504	0.0501
216	0.5330	0.5998	0.6805	0.1029	0.0504	0.0501
217	0.5329	0.5999	0.6805	0.1029	0.0503	0.0501
218	0.5329	0.5999	0.6805	0.1029	0.0503	0.0501
219	0.5330	0.5999	0.6806	0.1029	0.0503	0.0501
220	0.5330	0.5998	0.6805	0.1029	0.0503	0.0501
221	0.5330	0.5998	0.6805	0.1029	0.0503	0.0501
222	0.5329	0.5998	0.6805	0.1030	0.0503	0.0501
223	0.5329	0.5999	0.6805	0.1030	0.0503	0.0501
224	0.5329	0.5999	0.6805	0.1030	0.0503	0.0501
225	0.5329	0.6000	0.6804	0.1030	0.0503	0.0501
226	0.5329	0.6000	0.6804	0.1030	0.0503	0.0501
227	0.5329	0.6000	0.6803	0.1030	0.0503	0.0501
228	0.5329	0.6001	0.6803	0.1030	0.0503	0.0501
229	0.5330	0.6001	0.6804	0.1030	0.0503	0.0501
230	0.5330	0.6001	0.6804	0.1031	0.0503	0.0501
231	0.5330	0.6001	0.6803	0.1031	0.0503	0.0501
232	0.5330	0.6001	0.6803	0.1031	0.0503	0.0501
233	0.5330	0.6001	0.6802	0.1031	0.0503	0.0501
234	0.5330	0.6000	0.6802	0.1031	0.0503	0.0501
235	0.5330	0.6000	0.6802	0.1032	0.0503	0.0501
236	0.5330	0.6000	0.6802	0.1032	0.0503	0.0501
237	0.5330	0.6000	0.6802	0.1032	0.0503	0.0501
238	0.5330	0.6000	0.6802	0.1032	0.0503	0.0501
239	0.5330	0.6000	0.6802	0.1033	0.0503	0.0501
240	0.5330	0.6000	0.6802	0.1033	0.0503	0.0501
241	0.5330	0.6000	0.6802	0.1033	0.0503	0.0501
242	0.5329	0.6001	0.6802	0.1033	0.0503	0.0501
243	0.5329	0.6000	0.6802	0.1033	0.0503	0.0501
244	0.5330	0.6000	0.6802	0.1034	0.0503	0.0501
245	0.5330	0.6000	0.6802	0.1034	0.0503	0.0501
246	0.5330	0.6000	0.6802	0.1034	0.0503	0.0501
247	0.5330	0.6001	0.6802	0.1034	0.0503	0.0501
248	0.5330	0.6001	0.6801	0.1034	0.0503	0.0501
249	0.5329	0.6001	0.6801	0.1034	0.0503	0.0501
250	0.5329	0.6000	0.6801	0.1034	0.0503	0.0501
251	0.5329	0.6001	0.6801	0.1035	0.0503	0.0501
252	0.5329	0.6001	0.6801	0.1035	0.0503	0.0501
253	0.5329	0.6001	0.6801	0.1035	0.0503	0.0501
254	0.5329	0.6001	0.6801	0.1035	0.0503	0.0501
255	0.5330	0.6001	0.6800	0.1035	0.0503	0.0501
256	0.5330	0.6001	0.6801	0.1035	0.0503	0.0501
257	0.5329	0.6001	0.6801	0.1036	0.0503	0.0501
258	0.5329	0.6001	0.6801	0.1036	0.0503	0.0501
259	0.5329	0.6001	0.6801	0.1036	0.0503	0.0501
260	0.5329	0.6001	0.6801	0.1036	0.0503	0.0501
0	0.5429	0.6038	0.6805	0.1469	0.1656	0.1922
